Column1;;;;;;;;;;
"A: Pours an amber-brown iced-tea color with hazy appearance and a creamy one finger tan head that quickly dissipates with scant lacing. 	S: Malt overload with sweetness of caramel	T: Sweet malt with caramel, hint of chocolate and dark fruit. Alcohol presence lends a nice warmth. Ever so slight bitter finish as it warms.	M: Chewy medium-full bodied with mild carbonation.	O: Very enjoyable beer that is packed full of flavor. Will definitely drink again.";;;;;;;;;;
"At Pizzeria Paradiso yesterday.		As with all incarnations of the Breakfast Stout, this one's a stunner. Jet black, large creamy head that lasts for what seems to be an eternity, leaving tons of lace. On the nose, it's gorgeous, with a ton of chocolate and coffee. Not too sweet, and the coffee character is fantastic. On the palate, it opens up with a ton of chocolate and coffee, with the chocolate being more prominent than out of the bottle. The combination is just delectable. Some oatmeal flavor is present, adding to the wholesomeness of this beer. Medium bodied with an excellent finish with espresso and dark chocolate characteristics, it's awesome. The nitro-pour is a little disappointing, though - the first few sips are incredibly creamy, but as I wait for the beer to warm up, it turns to being a little flat and just a little watery. That said, I thoroughly enjoyed my glass, and I wasn't leaving immediately, I'd have had another.";;;;;;;;;;
"Strong looking dark beer with nice lasting white head, black opaque and formidable looking.		Malty smell of roasted barley and rye, and nice smooth anticipating smell		Taste has a strong malt start, hops minimal, rye finish makes it very dry. Malt front gives it coffee, toffee and some chocolate overtones, seems somewhere between and ale and a dark lager, excellent balance. Finish is clean and lingering with dry aftertones.		Mouthfeel is smooth, easy, very drinkable, no noticable alcohol. A black session beer for sure.";;;;;;;;;;
Pours a beutiful golden yellow color, with a fluffy white head that blossoms above the top of my brewery stein. Nice retention and lacing as well. The aroma opens bready, and finishes with a flowery hop character. The flavor explodes on the tounge a perfectly subtle balance of hops and malt, with an incredible stoney finsh. This is exactly what beer this color should taste like. Perfect after a long hot day and exactly what beer this color should taste like. With a nice creamy finish and delicous aftertaste I could drink this all night.;;;;;;;;;;
"Sampled at the 2010 Stout tasting in a Orval Chalice.		22oz bottle.		Mahogany black with a very light brown head, nose has a ton of oatmeal and malt.		Taste is very good (way better than the Dark Lord I just had)., It's rich and smoother and very mellow. It's super easy to drink for such a big RIS. It's light on the sweetness and really sharp. Awesome beer that's very well balanced.";;;;;;;;;;
"A--This one pours with as much head as you want, and probably more. I must have had a little too much force behind mine because there was a fluffy white head up 3/4 of the glass. And it takes forever to recede, had to wait a bit just to pour the rest of the 12 oz's. Golden yellow with carbonation bubbles racing quickly to the top. Tons of lacing.		S--Subtle mix of citrus and earthy hops with some banana and clove mixed in.		T--I don't know...this one just kind of tastes empty. It is not unpleasant by any means, but it is almost as if I'm drinking an air bubble. Gonna let this warm up for a few minutes....okay, now things are getting petter. Clean hop taste with almost no bitterness to follow. Pretty good, awesome with a pizza.		M--Nothing of note...maybe a little carbonation sting on the throat but pretty much par for the style		D--Great for a session, the hop burps come quickly and are just as tasty as the beer. Could put back the 4 pack of this very easily. This might be a great introduction to craft beer, but not something I would pursue.";;;;;;;;;;
Poured to a two fingered head with big bubbles in the center of the glass. IPA itself was a almost yellow with brownish hints. Head was offwhite in color. Lots of lacing. Left some nice rings with every swallow. As soon as I opened the bottle I could smell grapefruit. Very citrusy smelling. Also some alcohol smell. Pine was also evident. Smelled great. Tasted citrusy, also strong pine. Had a nice bitter aftertaste. Aftertaste hung around your mouth for a while. Felt a little thick in the mouth. I thought the carbonation was right. After three swallows, I could feel the effect of the alcohol. My stomach got warm. It felt like I had a shot of booze. Ill buy these again. I just think you would have to be very carefull. It tastes so good you just want to guzzle it. Good brew at one at a time.;;;;;;;;;;
"Bottle shared by the other Matt recently. This beer was a huge, huge surprise. Beer is yellow and hazy with a big white head that leaves a lot of lacing on the glass. Beer is heavily carbonated.		Aroma is bready and sweet, smells like a nice light tripel.		Beer is light in body, approaching medium. Lots of carbonation on the mouth. The lead off flavor is the Belgian pale malt character, it's not sweet but the mark of the beer is present here. The midpalate is mostly fruits and some esters along with a stronger yeast character. Once we realized the ABV on this beer, my respect went up considerably. This is a highly drinkable nearly 11% beer. The alcohol is completely masked by the fragile complexity of the beer. It would be quite easy to make this beer be too hot. I would drink it again.";;;;;;;;;;
Very dark in colour, approaching opaque with a deep ruby tinge. The smell was a mixture of very sweet pale malts and the stronger, richer, darker malts. There was also a subtle fruitiness. The taste was also defined by the mixture of malts, a sweetness imparted by the paler malts mixed with a slight roastiness/bitterness from the darker malts. Full bodied and full flavoured, this beer reminds me most of Black Sheep Riggwelter. If you like one you should like the other.;;;;;;;;;;
"Apperance: A pale/ golden yellow body with a thick, creamy white head.		Smell: Slight floral hops with a nice amount of bread smell followed by grains and malty sweetness.		Taste/Mouthfeel: An extremely clean taste. A distinct, but not overpowering, hop flavor followed by a perfect malty sweetness. One of my favorite beers. The mouthful was light and clean.		Drinkability: One of the most drinkable beers I've had. The smooth, clean taste without the overpowering hops make it easy to finish a few.		Overall: One of my favorite beers. The malty sweetness and smell are the highlights of the beer. Wish it was on tap around me.";;;;;;;;;;
This was an amazing beer. Might be my favorit of all time. It had a dark rich color with a slight smokey smell along with hints of cofee.;;Don't remember a head to mention on this beer. The nice smooth tast with a nice back ground aspects of oak from the wisky barles and maple syrup.;;The most mentionable thing about this beer is the residule sugar left coating the glass after done drinking it.;;This beer is well worth the trip to Grand Rapids.;;;;
